鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土益也使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,特殊交易備註,備註,編號
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1081130,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6700000,45130,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080324,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6070000,40886,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1081222,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6800000,45279,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080210,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6050000,40285,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080117,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6200000,41284,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080209,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6350000,42283,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080224,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6400000,42616,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080310,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6500000,43281,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080203,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6520000,43415,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080114,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6480000,43148,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080127,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6500000,43281,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080210,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6590000,43881,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080428,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6800000,45279,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080203,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6500000,43281,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080330,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6580000,43814,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1090202,土地1建物1車位1,,,05,,,,,3,2,2,有,無,7310000,48675,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1081228,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6700000,44897,,,,,,
安南區,房地(土地+建物),臺南市安南區永續三街241-270號,20.18,住,,,1090201,土地1建物1車位0,,,05,,,,,3,2,2,有,無,5880000,47561,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1090208,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6610000,44294,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080126,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6350000,42552,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,21.52,住,,,1080224,土地1建物1車位2,,,05,,,,,3,2,2,有,無,7130000,40782,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,21.52,住,,,1080330,土地1建物1車位2,,,05,,,,,3,2,2,有,無,7560000,43242,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080330,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6620000,44361,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080124,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6500000,43557,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080203,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6460000,43289,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080302,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6600000,44227,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080201,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6580000,44093,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1081027,土地1建物1車位1,,,05,,,,,3,2,2,有,無,7280000,48784,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080330,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6540000,43825,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080324,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6560000,43959,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,15.47,住,,,1080818,土地1建物1車位1,,,05,,,,,2,2,1,有,無,4990000,42940,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,15.47,住,,,1080623,土地1建物1車位1,,,05,,,,,2,2,1,有,無,5020000,43198,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,15.47,住,,,1081201,土地1建物1車位1,,,05,,,,,2,2,1,有,無,5100000,43886,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,15.47,住,,,1080413,土地1建物1車位1,,,05,,,,,2,2,1,有,無,4850000,41735,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,15.47,住,,,1080413,土地1建物1車位1,,,05,,,,,2,2,1,有,無,4850000,41735,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,15.47,住,,,1080331,土地1建物1車位1,,,05,,,,,2,2,1,有,無,4900000,42165,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,15.47,住,,,1080210,土地1建物1車位1,,,05,,,,,2,2,1,有,無,4680000,40272,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,15.47,住,,,1080125,土地1建物1車位1,,,05,,,,,2,2,1,有,無,4800000,41305,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,15.47,住,,,1080331,土地1建物1車位1,,,05,,,,,2,2,1,有,無,5120000,44058,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,15.47,住,,,1080420,土地1建物1車位1,,,05,,,,,2,2,1,有,無,5080000,43714,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,15.47,住,,,1080707,土地1建物1車位1,,,05,,,,,2,2,1,有,無,5160000,44402,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,15.47,住,,,1080120,土地1建物1車位1,,,05,,,,,2,2,1,有,無,4750000,40874,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,15.47,住,,,1080202,土地1建物1車位1,,,05,,,,,2,2,1,有,無,4950000,42595,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,15.47,住,,,1080324,土地1建物1車位1,,,05,,,,,2,2,1,有,無,4900000,42165,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,16.14,住,,,1080407,土地1建物1車位1,,,05,,,,,2,2,1,有,無,4540000,38030,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,16.14,住,,,1080825,土地1建物1車位1,,,05,,,,,2,2,1,有,無,5380000,44666,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,16.14,住,,,1080201,土地1建物1車位1,,,05,,,,,2,2,1,有,無,4830000,40100,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,16.14,住,,,1080127,土地1建物1車位1,,,05,,,,,2,2,1,有,無,4960000,41179,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,16.14,住,,,1080121,土地1建物1車位1,,,05,,,,,2,2,1,有,無,4950000,41096,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,16.14,住,,,1080202,土地1建物1車位1,,,05,,,,,2,2,1,有,無,5000000,41511,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,16.14,住,,,1080124,土地1建物1車位1,,,05,,,,,2,2,1,有,無,4980000,41345,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,16.14,住,,,1080114,土地1建物1車位1,,,05,,,,,2,2,1,有,無,5000000,41511,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,16.14,住,,,1080123,土地1建物1車位1,,,05,,,,,2,2,1,有,無,5100000,42341,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,16.14,住,,,1080929,土地1建物1車位1,,,05,,,,,2,2,1,有,無,5500000,45662,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,16.14,住,,,1080115,土地1建物1車位1,,,05,,,,,2,2,1,有,無,5080000,42175,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,16.14,住,,,1080310,土地1建物1車位1,,,05,,,,,2,2,1,有,無,5020000,41677,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,16.14,住,,,1090118,土地1建物1車位1,,,05,,,,,2,2,1,有,無,5650000,46907,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,16.14,住,,,1090223,土地1建物1車位1,,,05,,,,,2,2,1,有,無,5750000,47738,,,,,,
安南區,房地(土地+建物),臺南市安南區永續三街241-270號,20.18,住,,,1081208,土地1建物1車位0,,,05,,,,,3,2,2,有,無,5380000,43612,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1081005,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6230000,41823,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1090121,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6080000,40816,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1081012,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6310000,42360,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080629,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6450000,43300,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080928,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6400000,42965,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1090112,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6700000,44979,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080914,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6700000,44979,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080921,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6570000,44106,,,,,,
安南區,房地(土地+建物),臺南市安南區永續三街241-270號,20.18,住,,,1090104,土地1建物1車位0,,,05,,,,,3,2,2,有,無,5880000,47665,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1090118,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6630000,44509,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080127,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6200000,41622,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080420,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6310000,42360,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1081201,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6900000,46321,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1081116,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6150000,41027,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080601,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6080000,40560,,,,,,
安南區,房地(土地+建物),臺南市安南區永續三街241-270號,20.18,住,,,1080922,土地1建物1車位0,,,05,,,,,3,2,2,有,無,5580000,44891,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080216,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6080000,40560,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080921,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6300000,42028,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080721,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6460000,43095,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080121,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6280000,41895,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080609,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6300000,42028,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1081026,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6690000,44630,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080629,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6530000,43562,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080907,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6840000,45630,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1081103,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6930000,46231,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1090314,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6900000,46031,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,21.52,住,,,1080324,土地1建物1車位2,,,05,,,,,3,2,2,有,無,6800000,38746,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1090215,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6580000,44325,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080914,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6520000,43921,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080217,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6200000,41765,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080117,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6200000,41765,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080223,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6400000,43112,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080302,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6670000,44931,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,21.52,住,,,1080331,土地1建物1車位2,,,05,,,,,3,2,2,有,無,7700000,44240,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080117,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6300000,42439,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080224,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6550000,44123,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080201,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6500000,43786,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1081012,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6910000,46548,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080121,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6400000,43112,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1080309,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6800000,45807,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,20.85,住,,,1081006,土地1建物1車位1,,,05,,,,,3,2,2,有,無,7080000,47693,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,25.56,住,,,1080907,土地1建物1車位1,,,05,,,,,4,2,2,有,無,7600000,42670,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,25.56,住,,,1080727,土地1建物1車位1,,,05,,,,,4,2,2,有,無,7600000,42670,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,26.23,住,,,1080427,土地1建物1車位2,,,05,,,,,4,2,2,有,無,8300000,40744,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,25.56,住,,,1080713,土地1建物1車位1,,,05,,,,,4,2,2,有,無,7500000,42109,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,25.56,住,,,1080302,土地1建物1車位1,,,05,,,,,4,2,2,有,無,7700000,43232,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,25.56,住,,,1080803,土地1建物1車位1,,,05,,,,,4,2,2,有,無,7700000,43232,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,25.56,住,,,1080217,土地1建物1車位1,,,05,,,,,4,2,2,有,無,7580000,42558,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,25.56,住,,,1080406,土地1建物1車位1,,,05,,,,,4,2,2,有,無,7830000,43962,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,26.23,住,,,1080525,土地1建物1車位2,,,05,,,,,4,2,2,有,無,8800000,43199,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,26.23,住,,,1080511,土地1建物1車位2,,,05,,,,,4,2,2,有,無,8300000,40744,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,25.56,住,,,1080316,土地1建物1車位1,,,05,,,,,4,2,2,有,無,7650000,42951,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,25.56,住,,,1080224,土地1建物1車位1,,,05,,,,,4,2,2,有,無,7550000,42390,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,25.56,住,,,1080309,土地1建物1車位1,,,05,,,,,4,2,2,有,無,8170000,45871,,,,售價包含裝潢或家電,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,25.56,住,,,1080421,土地1建物1車位1,,,05,,,,,4,2,2,有,無,7800000,43793,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,14.8,住,,,1080303,土地1建物1車位1,,,05,,,,,2,2,1,有,無,4180000,37248,,,,親友、員工或其他特殊關係間之交易,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,14.8,住,,,1080117,土地1建物1車位1,,,05,,,,,2,2,1,有,無,4330000,38585,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,14.8,住,,,1080117,土地1建物1車位1,,,05,,,,,2,2,1,有,無,4300000,38318,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,14.8,住,,,1080210,土地1建物1車位1,,,05,,,,,2,2,1,有,無,4400000,39209,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,14.8,住,,,1080302,土地1建物1車位1,,,05,,,,,2,2,1,有,無,4680000,41704,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,14.8,住,,,1080202,土地1建物1車位1,,,05,,,,,2,2,1,有,無,4620000,41169,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,14.8,住,,,1080518,土地1建物1車位1,,,05,,,,,2,2,1,有,無,4810000,42862,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,14.8,住,,,1080210,土地1建物1車位1,,,05,,,,,2,2,1,有,無,4500000,40100,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,14.8,住,,,1080216,土地1建物1車位1,,,05,,,,,2,2,1,有,無,4760000,42417,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,14.8,住,,,1080908,土地1建物1車位1,,,05,,,,,2,2,1,有,無,5280000,47050,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,14.8,住,,,1081006,土地1建物1車位1,,,05,,,,,2,2,1,有,無,5200000,46784,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,14.8,住,,,1081013,土地1建物1車位1,,,05,,,,,2,2,1,有,無,5150000,45892,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,14.8,住,,,1081117,土地1建物1車位1,,,05,,,,,2,2,1,有,無,5380000,47942,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,14.8,住,,,1081027,土地1建物1車位1,,,05,,,,,2,2,1,有,無,5300000,47229,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區永續三街241-270號,21.52,住,,,1080421,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6200000,41032,,,,售價包含裝潢或家電,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街B06棟10樓號,27.92,住,,,1080329,土地1建物1車位1,,,05,,,,,3,2,2,有,無,7480000,49030,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街A06棟10樓號,27.92,住,,,1080326,土地1建物1車位1,,,05,,,,,2,2,2,有,無,7620000,49948,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街B03棟10樓號,28.22,住,,,1080329,土地1建物1車位1,,,05,,,,,2,2,2,有,無,7800000,50699,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街B06棟06樓號,27.92,住,,,1080325,土地1建物1車位1,,,05,,,,,3,2,2,有,無,7300000,47850,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街B06棟07樓號,27.92,住,,,1080322,土地1建物1車位1,,,05,,,,,3,2,2,有,無,7310000,47916,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街B02棟10樓號,23.78,住,,,1080330,土地1建物1車位1,,,05,,,,,2,2,1,有,無,6650000,52034,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街A05棟06樓號,26.18,住,,,1080322,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6800000,48237,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街A02棟04樓號,23.78,住,,,1080330,土地1建物1車位1,,,05,,,,,2,2,1,有,無,6420000,50235,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街A06棟04樓號,27.92,住,,,1080323,土地1建物1車位1,,,05,,,,,3,2,2,有,無,7060000,46277,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街A03棟14樓號,35.61,住,,,1080327,土地1建物1車位1,,,05,,,,,3,2,2,有,無,9740000,51875,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街B02棟11樓號,23.78,住,,,1080322,土地1建物1車位1,,,05,,,,,2,2,1,有,無,6570000,51408,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街A02棟10樓號,23.78,住,,,1080322,土地1建物1車位1,,,05,,,,,2,2,1,有,無,6880000,53834,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街B06棟11樓號,27.92,住,,,1080324,土地1建物1車位1,,,05,,,,,3,2,2,有,無,7590000,49751,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街A06棟03樓號,27.92,住,,,1080329,土地1建物1車位1,,,05,,,,,3,2,2,有,無,7250000,47522,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街B06棟02樓號,27.92,住,,,1080329,土地1建物1車位1,,,05,,,,,3,2,2,有,無,7560000,49554,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街B03棟02樓號,28.22,住,,,1080323,土地1建物1車位1,,,05,,,,,2,2,2,有,無,7670000,49854,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街S05棟01樓號,21.92,住,,,1080326,土地1建物1車位1,,,03,,,,,0,0,1,有,無,8350000,72101,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街B01棟06樓號,28.07,住,,,1080324,土地1建物1車位1,,,05,,,,,2,2,2,有,無,7620000,49655,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街B05棟14樓號,26.18,住,,,1080401,土地1建物1車位1,,,05,,,,,3,2,2,有,無,7000000,49656,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街B03棟03樓號,28.22,住,,,1080322,土地1建物1車位1,,,05,,,,,2,2,2,有,無,7310000,47514,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街A05棟05樓號,26.18,住,,,1080330,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6690000,47457,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街A06棟06樓號,27.92,住,,,1080323,土地1建物1車位1,,,05,,,,,3,2,2,有,無,7290000,47784,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街A05棟04樓號,26.18,住,,,1080323,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6390000,45329,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街A05棟03樓號,26.18,住,,,1080323,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6770000,48024,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街B02棟03樓號,23.78,住,,,1080324,土地1建物1車位1,,,05,,,,,2,2,1,有,無,6420000,50235,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街A05棟11樓號,26.18,住,,,1080323,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6980000,49514,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街A03棟10樓號,35.61,住,,,1080328,土地1建物1車位1,,,05,,,,,3,2,2,有,無,9850000,52461,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街B05棟04樓號,26.18,住,,,1080415,土地1建物1車位1,,,05,,,,,3,2,2,有,無,6560000,46535,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街A01棟10樓號,35.45,住,,,1080324,土地1建物1車位1,,,05,,,,,3,2,2,有,無,9880000,52792,,,,,,
