,District,L_area,MainMaterial,B_area,House/Building/Fang,LivingR,BathR,Price,PropertyType2,td,jw
6973,三峽區,18.84,鋼筋混凝土造,96.84,3.0,2.0,2.0,3720000.0,華廈,1,1
6974,鶯歌區,11.67,加強磚造,146.97,5.0,2.0,2.0,7300000.0,透天厝,1,1
6977,三峽區,19.92,鋼筋混凝土造,170.29,4.0,2.0,2.0,7600000.0,住宅大樓,1,1
6978,三峽區,15.53,鋼筋混凝土造,147.84,4.0,2.0,2.0,6150000.0,住宅大樓,1,1
6979,三峽區,9.17,鋼筋混凝土造,69.69,2.0,0.0,2.0,4760000.0,住宅大樓,1,1
7005,三重區,17.95,鋼筋混凝土造,117.28,3.0,2.0,2.0,11700000.0,住宅大樓,1,1
7006,蘆洲區,20.66,鋼筋混凝土造,147.05,4.0,2.0,2.0,10850000.0,華廈,1,1
7009,三重區,33.94,鋼筋混凝土造,221.68,3.0,2.0,2.0,22310000.0,住宅大樓,1,1
7010,三重區,34.33,鋼筋混凝土造,266.19,3.0,2.0,2.0,24300000.0,住宅大樓,1,1
7011,三重區,33.94,鋼筋混凝土造,221.68,3.0,2.0,2.0,22400000.0,住宅大樓,1,1
7013,三重區,58.74,磚造,105.81,5.0,3.0,3.0,11000000.0,透天厝,1,1
7014,三重區,31.1,鋼筋混凝土造,160.91,4.0,2.0,2.0,22590000.0,住宅大樓,1,1
7015,三重區,31.1,鋼筋混凝土造,160.91,3.0,2.0,2.0,22590000.0,住宅大樓,1,1
7016,三重區,23.25,加強磚造,54.0,1.0,1.0,1.0,4650000.0,公寓,1,1
7019,三重區,12.54,鋼筋混凝土造,96.36,2.0,1.0,1.0,11800000.0,住宅大樓,1,1
7020,三重區,26.83,加強磚造,62.26,3.0,1.0,2.0,6500000.0,公寓,2,1
7022,中和區,5.24,鋼筋混凝土造,86.32,2.0,2.0,1.0,8200000.0,住宅大樓,2,1
7023,中和區,27.12,鋼筋混凝土造,88.98,3.0,2.0,1.0,9280000.0,公寓,1,1
7024,中和區,20.45,鋼筋混凝土造,87.4,3.0,2.0,1.0,8500000.0,公寓,1,1
7029,中和區,12.76,鋼筋混凝土造,87.35,2.0,2.0,1.0,8900000.0,住宅大樓,1,1
7031,永和區,32.75,加強磚造,101.95,3.0,2.0,2.0,14500000.0,公寓,1,1
7032,中和區,36.21,鋼筋混凝土造,410.86,5.0,3.0,6.0,37300000.0,住宅大樓,1,1
7034,中和區,3.43,鋼筋混凝土造,42.79,1.0,1.0,1.0,3500000.0,套房,3,1
7036,蘆洲區,22.56,鋼筋混凝土造,156.39,3.0,2.0,2.0,15400000.0,住宅大樓,1,1
7037,蘆洲區,36.57,鋼筋混凝土造,248.48,4.0,2.0,2.0,25750000.0,住宅大樓,1,1
7039,新莊區,23.6,鋼筋混凝土造,156.93,4.0,2.0,2.0,14200000.0,華廈,1,1
7041,新莊區,19.77,鋼筋混凝土造,87.45,3.0,2.0,1.0,4980000.0,公寓,1,1
7042,新莊區,13.62,鋼筋混凝土造,87.42,3.0,1.0,1.0,8700000.0,住宅大樓,1,1
7043,新莊區,26.54,鋼筋混凝土造,88.05,3.0,2.0,2.0,8000000.0,公寓,1,1
7044,五股區,11.17,鋼筋混凝土造,95.27,2.0,1.0,1.0,4080000.0,華廈,1,1
7046,新莊區,24.51,鋼筋混凝土造,67.75,1.0,1.0,1.0,17000000.0,其他,7,1
7048,林口區,250.82,鋼筋混凝土造,553.76,5.0,3.0,4.0,22500000.0,透天厝,1,1
7049,新莊區,22.02,加強磚造,76.18,2.0,2.0,1.0,5600000.0,公寓,1,1
7051,新莊區,8.0,鋼筋混凝土造,45.73,1.0,1.0,1.0,4350000.0,華廈,1,1
7052,新莊區,6.32,鋼筋混凝土造,41.88,0.0,0.0,1.0,3770000.0,套房,1,1
7053,新莊區,26.62,鋼筋混凝土造,158.04,3.0,1.0,2.0,16800000.0,住宅大樓,1,1
7054,新莊區,13.56,鋼筋混凝土造,79.46,3.0,2.0,2.0,4900000.0,華廈,1,1
7062,板橋區,14.25,鋼筋混凝土造,77.81,2.0,2.0,1.0,6060000.0,華廈,1,1
7063,土城區,29.23,鋼筋混凝土造,79.66,2.0,1.0,1.0,6800000.0,公寓,1,1
7065,板橋區,26.32,鋼筋混凝土造,102.39,3.0,2.0,1.0,6100000.0,公寓,1,1
7066,土城區,18.55,鋼筋混凝土造,107.04,3.0,2.0,2.0,8320000.0,華廈,1,1
7067,板橋區,13.28,鋼筋混凝土造,115.15,3.0,1.0,2.0,8250000.0,住宅大樓,1,1
7070,土城區,9.89,鋼筋混凝土造,68.73,2.0,2.0,1.0,7300000.0,住宅大樓,1,1
7071,板橋區,12.13,鋼筋混凝土造,85.88,2.0,2.0,1.0,9800000.0,住宅大樓,1,1
7072,板橋區,1.89,鋼骨鋼筋混凝土造,55.75,1.0,1.0,1.0,6000000.0,住宅大樓,1,2
7073,板橋區,4.74,鋼骨鋼筋混凝土造,111.02,2.0,1.0,1.0,16500000.0,住宅大樓,1,1
7074,板橋區,12.12,鋼筋混凝土造,150.51,3.0,2.0,2.0,22000000.0,住宅大樓,1,1
7075,板橋區,21.65,鋼筋混凝土造,116.89,7.0,0.0,7.0,6700000.0,公寓,1,1
7076,板橋區,23.4,鋼筋混凝土造,90.59,0.0,0.0,0.0,17200000.0,店面,1,1
7077,板橋區,15.83,鋼筋混凝土造,123.15,3.0,2.0,1.0,10500000.0,住宅大樓,1,1
7078,板橋區,25.95,鋼筋混凝土造,81.91,3.0,2.0,2.0,6400000.0,公寓,1,1
7081,土城區,26.72,鋼筋混凝土造,90.41,2.0,1.0,2.0,6500000.0,公寓,1,1
7083,板橋區,36.5,加強磚造,96.94,3.0,2.0,2.0,6800000.0,公寓,1,1
7084,土城區,22.08,鋼筋混凝土造,80.38,3.0,2.0,1.0,4280000.0,公寓,1,1
7086,汐止區,9.11,鋼筋混凝土造,115.51,3.0,2.0,2.0,9500000.0,住宅大樓,1,1
7090,汐止區,22.23,鋼筋混凝土造,166.96,3.0,2.0,2.0,8100000.0,住宅大樓,3,2
7092,新店區,20.61,鋼筋混凝土造,205.68,4.0,2.0,2.0,22880000.0,住宅大樓,1,1
7093,新店區,37.29,鋼筋混凝土造,86.58,3.0,2.0,2.0,8400000.0,公寓,1,1
7095,新店區,27.03,鋼筋混凝土造,89.73,3.0,2.0,2.0,6100000.0,公寓,1,1
7096,新店區,15.03,鋼筋混凝土造,115.03,3.0,2.0,2.0,11500000.0,住宅大樓,1,1
7097,新店區,15.26,鋼筋混凝土造,66.5,2.0,2.0,1.0,5400000.0,住宅大樓,1,1
7100,淡水區,7.3,鋼筋混凝土造,34.57,1.0,0.0,1.0,1650000.0,住宅大樓,1,1
7102,淡水區,8.71,鋼骨鋼筋混凝土造,89.35,2.0,2.0,1.0,8350000.0,住宅大樓,1,1
7106,淡水區,67.86,鋼筋混凝土造,169.41,4.0,3.0,2.0,7100000.0,公寓,2,2
7111,淡水區,13.49,鋼筋混凝土造,64.49,3.0,0.0,3.0,3200000.0,住宅大樓,1,1
7114,淡水區,26.37,鋼筋混凝土造,217.84,4.0,2.0,2.0,10310000.0,住宅大樓,1,1
7115,淡水區,26.72,鋼筋混凝土造,220.86,4.0,2.0,2.0,11360000.0,住宅大樓,1,1
7117,淡水區,5.72,鋼筋混凝土造,42.84,1.0,0.0,1.0,1580000.0,住宅大樓,1,1
7124,淡水區,21.16,鋼筋混凝土造,118.57,3.0,2.0,2.0,5550000.0,住宅大樓,1,1
7125,淡水區,38.38,鋼筋混凝土造,214.72,4.0,2.0,2.0,10860000.0,住宅大樓,1,1
7126,淡水區,16.59,鋼筋混凝土造,88.33,2.0,1.0,1.0,5800000.0,住宅大樓,1,1
7127,淡水區,27.9,鋼筋混凝土造,175.72,4.0,2.0,1.0,12230000.0,住宅大樓,1,1
7128,淡水區,7.3,鋼筋混凝土造,34.57,1.0,0.0,1.0,1650000.0,住宅大樓,1,1
7129,淡水區,7.7,鋼筋混凝土造,36.39,1.0,0.0,1.0,1760000.0,住宅大樓,1,1
7130,淡水區,27.49,鋼筋混凝土造,190.55,2.0,2.0,2.0,6800000.0,住宅大樓,1,1
7131,淡水區,19.59,鋼筋混凝土造,99.68,2.0,1.0,2.0,6200000.0,華廈,1,1
7133,淡水區,26.7,鋼筋混凝土造,172.89,3.0,2.0,2.0,7810000.0,住宅大樓,1,1
7138,淡水區,21.23,鋼筋混凝土造,136.98,3.0,2.0,2.0,5200000.0,住宅大樓,1,1
7139,淡水區,35.07,鋼筋混凝土造,102.76,2.0,2.0,1.0,5000000.0,公寓,1,1
7140,汐止區,18.25,鋼筋混凝土造,116.76,3.0,2.0,2.0,12100000.0,住宅大樓,1,1
7141,泰山區,15.01,鋼筋混凝土造,106.96,3.0,2.0,2.0,6600000.0,華廈,2,1
7143,新店區,12.83,鋼筋混凝土造,100.64,3.0,2.0,1.0,8400000.0,住宅大樓,1,1
7145,新店區,38.76,加強磚造,103.1,3.0,2.0,1.0,9800000.0,公寓,1,1
7146,汐止區,34.77,鋼筋混凝土造,125.45,3.0,2.0,2.0,9350000.0,公寓,1,2
7148,汐止區,28.86,鋼筋混凝土造,124.51,3.0,1.0,2.0,11500000.0,華廈,1,1
7149,汐止區,21.12,鋼筋混凝土造,88.37,2.0,1.0,1.0,6300000.0,華廈,1,1
7150,汐止區,25.33,鋼筋混凝土造,104.31,3.0,2.0,2.0,5900000.0,華廈,1,1
7153,汐止區,21.79,鋼筋混凝土造,153.81,3.0,2.0,2.0,7800000.0,華廈,2,1
7154,金山區,29.73,鋼筋混凝土造,137.49,4.0,2.0,2.0,3850000.0,華廈,1,1
7157,板橋區,30.75,加強磚造,78.52,3.0,1.0,1.0,7500000.0,公寓,1,1
7159,板橋區,40.4,鋼筋混凝土造,129.51,3.0,1.0,1.0,13800000.0,公寓,1,1
7160,板橋區,45.75,鋼筋混凝土造,105.69,3.0,2.0,1.0,7400000.0,公寓,1,1
7161,土城區,103.16,鋼筋混凝土造,312.38,4.0,2.0,3.0,20700000.0,透天厝,2,1
7162,土城區,27.87,鋼筋混凝土造,183.23,3.0,2.0,2.0,13730000.0,住宅大樓,1,1
7163,土城區,29.35,鋼筋混凝土造,105.12,3.0,1.0,1.0,7100000.0,公寓,1,1
7164,板橋區,28.5,加強磚造,57.79,2.0,1.0,1.0,5500000.0,公寓,1,1
7165,土城區,13.97,鋼筋混凝土造,112.69,3.0,2.0,2.0,6880000.0,住宅大樓,3,1
7166,土城區,25.53,鋼筋混凝土造,86.76,3.0,1.0,2.0,9500000.0,公寓,1,1
7169,土城區,28.01,鋼筋混凝土造,84.39,3.0,2.0,1.0,6900000.0,公寓,1,1
7170,板橋區,13.23,鋼筋混凝土造,105.46,3.0,2.0,2.0,11200000.0,住宅大樓,1,1
7171,板橋區,20.6,鋼筋混凝土造,84.28,2.0,1.0,1.0,8150000.0,公寓,1,1
7173,板橋區,22.0,鋼筋混凝土造,53.27,2.0,3.0,2.0,6200000.0,公寓,1,1
7174,板橋區,2.77,見其他登記事項,53.51,1.0,1.0,1.0,9560000.0,套房,1,1
7177,板橋區,7.28,鋼筋混凝土造,46.91,3.0,1.0,1.0,4410000.0,華廈,2,1
7178,新莊區,26.72,鋼筋混凝土造,90.84,5.0,2.0,2.0,5700000.0,公寓,1,1
7179,新莊區,13.14,鋼筋混凝土造,124.4,2.0,2.0,2.0,10950000.0,住宅大樓,1,1
7182,新莊區,19.2,鋼筋混凝土造,83.55,3.0,2.0,1.0,4300000.0,公寓,1,1
7183,新莊區,19.53,鋼筋混凝土造,124.69,3.0,2.0,2.0,9000000.0,華廈,1,1
7184,五股區,10.48,鋼筋混凝土造,70.02,3.0,1.0,1.0,3500000.0,住宅大樓,1,1
7207,中和區,40.85,加強磚造,78.0,3.0,2.0,1.0,6300000.0,公寓,2,1
7209,中和區,29.87,加強磚造,91.84,3.0,2.0,1.0,10800000.0,公寓,1,1
7211,中和區,23.4,鋼筋混凝土造,83.14,3.0,2.0,1.0,6600000.0,公寓,1,1
7212,中和區,30.54,鋼筋混凝土造,114.48,3.0,2.0,2.0,10200000.0,公寓,1,1
7213,中和區,9.43,鋼筋混凝土造,78.96,2.0,2.0,1.0,9750000.0,住宅大樓,1,2
7214,中和區,17.96,鋼筋混凝土造,65.22,2.0,1.0,1.0,4450000.0,公寓,4,1
7215,中和區,28.44,鋼筋混凝土造,111.61,3.0,2.0,2.0,9300000.0,公寓,1,1
7216,中和區,22.1,鋼筋混凝土造,78.78,3.0,2.0,2.0,8480000.0,公寓,1,1
7217,中和區,32.38,加強磚造,86.46,3.0,2.0,2.0,11000000.0,公寓,1,1
7218,中和區,2.54,鋼骨鋼筋混凝土造,44.31,0.0,0.0,0.0,4950000.0,套房,3,1
7220,蘆洲區,21.53,鋼筋混凝土造,113.6,3.0,2.0,2.0,8920000.0,公寓,1,1
7224,三重區,23.75,鋼筋混凝土造,82.18,2.0,1.0,1.0,5700000.0,公寓,2,1
7225,三重區,17.41,鋼筋混凝土造,59.69,3.0,2.0,2.0,6250000.0,公寓,2,1
7226,三重區,13.4,鋼筋混凝土造,61.0,3.0,1.0,1.0,5500000.0,公寓,1,1
7227,三重區,7.23,鋼筋混凝土造,64.34,3.0,2.0,1.0,6500000.0,住宅大樓,1,1
7229,三峽區,13.64,鋼筋混凝土造,92.49,3.0,2.0,1.0,5600000.0,住宅大樓,1,1
7230,三峽區,21.51,鋼筋混凝土造,157.96,3.0,2.0,2.0,10150000.0,住宅大樓,1,1
7235,三峽區,31.05,鋼筋混凝土造,94.62,4.0,0.0,4.0,4800000.0,公寓,1,1
7236,鶯歌區,15.03,鋼筋混凝土造,131.97,3.0,2.0,2.0,8000000.0,住宅大樓,1,1
7237,板橋區,32.7,鋼筋混凝土造,100.5,5.0,3.0,2.0,5300000.0,公寓,1,1
7238,土城區,16.72,鋼筋混凝土造,88.77,2.0,2.0,2.0,6500000.0,住宅大樓,1,1
7239,板橋區,44.88,加強磚造,130.82,5.0,3.0,2.0,13900000.0,公寓,1,1
7240,土城區,23.48,鋼筋混凝土造,142.21,3.0,2.0,2.0,10800000.0,住宅大樓,1,1
7241,土城區,12.08,鋼筋混凝土造,107.91,3.0,2.0,2.0,8750000.0,住宅大樓,1,1
7242,板橋區,19.25,鋼筋混凝土造,58.8,3.0,2.0,2.0,6600000.0,公寓,1,1
7243,泰山區,18.78,鋼筋混凝土造,130.38,3.0,2.0,2.0,11500000.0,住宅大樓,1,1
7245,新莊區,10.79,鋼筋混凝土造,77.38,2.0,1.0,1.0,7720000.0,住宅大樓,1,1
7246,新莊區,6.73,鋼筋混凝土造,56.58,2.0,1.0,1.0,4850000.0,住宅大樓,1,1
7249,汐止區,6.72,鋼筋混凝土造,107.74,2.0,2.0,1.0,5750000.0,住宅大樓,1,2
7253,新店區,8.95,鋼筋混凝土造,58.43,1.0,1.0,1.0,4200000.0,住宅大樓,1,2
7255,淡水區,5.7,鋼筋混凝土造,31.07,1.0,1.0,1.0,1200000.0,套房,1,1
7257,淡水區,21.11,鋼筋混凝土造,128.6,3.0,2.0,2.0,9500000.0,華廈,1,1
7260,中和區,18.5,鋼筋混凝土造,102.88,3.0,2.0,2.0,14500000.0,華廈,1,1
7263,中和區,2.82,鋼筋混凝土造,27.04,1.0,1.0,1.0,2100000.0,套房,2,1
7265,三峽區,7.55,鋼筋混凝土造,57.37,0.0,0.0,0.0,4200000.0,住宅大樓,1,1
7267,樹林區,13.97,鋼筋混凝土造,96.14,2.0,1.0,1.0,5800000.0,住宅大樓,1,1
7268,三重區,15.64,鋼筋混凝土造,116.55,2.0,2.0,1.0,13500000.0,住宅大樓,1,1
7269,蘆洲區,17.5,鋼筋混凝土造,121.16,3.0,2.0,1.0,9500000.0,華廈,1,1
7271,三重區,134.3,鋼筋混凝土造,833.55,0.0,0.0,0.0,115000000.0,住宅大樓,1,2
7272,三重區,67.95,鋼筋混凝土造,564.64,0.0,0.0,0.0,60000000.0,住宅大樓,1,1
7273,三重區,66.98,鋼筋混凝土造,465.49,0.0,0.0,0.0,61230000.0,住宅大樓,1,1
7274,蘆洲區,37.5,鋼筋混凝土造,158.17,4.0,2.0,2.0,15800000.0,華廈,1,1
7278,中和區,12.51,鋼筋混凝土造,114.0,2.0,2.0,1.0,12200000.0,住宅大樓,1,1
7279,永和區,26.76,鋼筋混凝土造,148.65,4.0,2.0,2.0,15000000.0,華廈,1,1
7281,永和區,31.53,見其他登記事項,84.6,2.0,1.0,1.0,9000000.0,公寓,1,1
7283,板橋區,30.31,鋼筋混凝土造,115.18,3.0,2.0,2.0,7000000.0,公寓,1,1
7285,板橋區,38.06,加強磚造,72.2,3.0,1.0,2.0,7200000.0,公寓,1,1
7286,板橋區,27.97,鋼筋混凝土造,101.0,3.0,2.0,2.0,11000000.0,公寓,1,1
7287,林口區,52.16,鋼筋混凝土造,88.5,4.0,2.0,2.0,6100000.0,公寓,1,1
7294,五股區,37.16,鋼筋混凝土造,122.67,3.0,2.0,2.0,7600000.0,華廈,1,2
7298,汐止區,15.21,鋼筋混凝土造,106.81,2.0,1.0,1.0,5600000.0,華廈,1,1
7299,汐止區,12.54,鋼筋混凝土造,118.73,3.0,2.0,2.0,9000000.0,住宅大樓,1,1
7300,汐止區,27.19,鋼筋混凝土造,82.64,3.0,2.0,1.0,6790000.0,公寓,2,1
7302,汐止區,13.61,鋼筋混凝土造,76.32,3.0,2.0,2.0,6350000.0,華廈,1,1
7303,汐止區,28.17,鋼筋混凝土造,81.96,2.0,2.0,1.0,4300000.0,公寓,2,1
7305,三芝區,506.66,加強磚造,130.81,4.0,2.0,2.0,4500000.0,透天厝,1,物
7306,淡水區,12.73,鋼筋混凝土造,76.29,3.0,0.0,3.0,3550000.0,華廈,1,1
7307,三芝區,25.29,鋼筋混凝土造,149.8,3.0,2.0,2.0,3000000.0,華廈,1,1
7309,淡水區,30.08,鋼筋混凝土造,94.38,4.0,1.0,1.0,2280000.0,公寓,2,1
7311,三芝區,18.46,鋼筋混凝土造,100.3,3.0,2.0,2.0,2260000.0,華廈,1,1
7314,八里區,25.81,鋼筋混凝土造,177.36,3.0,2.0,2.0,8280000.0,住宅大樓,3,1
7319,汐止區,6.64,鋼筋混凝土造,74.58,2.0,1.0,1.0,2800000.0,住宅大樓,1,1
7320,汐止區,5.38,鋼筋混凝土造,46.11,1.0,1.0,1.0,1700000.0,住宅大樓,1,1
7323,汐止區,30.27,鋼筋混凝土造,98.73,3.0,1.0,2.0,6720000.0,公寓,1,1
7327,五股區,6.59,鋼筋混凝土造,40.35,1.0,1.0,1.0,2500000.0,華廈,1,1
7328,新莊區,4.29,鋼筋混凝土造,29.23,0.0,0.0,0.0,2058800.0,套房,1,1
7332,新莊區,11.93,鋼筋混凝土造,98.15,3.0,1.0,2.0,4900000.0,住宅大樓,1,1
7333,土城區,21.1,鋼筋混凝土造,75.75,3.0,2.0,1.0,5150000.0,公寓,1,1
7334,土城區,6.04,鋼筋混凝土造,31.89,1.0,0.0,1.0,2800000.0,套房,1,1
7336,板橋區,13.03,鋼筋混凝土造,131.83,3.0,2.0,2.0,14500000.0,住宅大樓,1,1
7341,樹林區,27.63,鋼筋混凝土造,82.54,3.0,2.0,1.0,3900000.0,公寓,2,1
7342,三重區,16.49,鋼筋混凝土造,93.07,3.0,2.0,1.0,7300000.0,華廈,2,1
7344,蘆洲區,32.04,鋼筋混凝土造,109.19,3.0,1.0,2.0,6000000.0,公寓,1,1
7346,鶯歌區,28.2,鋼筋混凝土造,84.26,3.0,1.0,1.0,2800000.0,公寓,1,1
7347,鶯歌區,28.2,鋼筋混凝土造,84.26,3.0,1.0,1.0,2600000.0,公寓,1,1
7348,中和區,29.67,鋼筋混凝土造,163.87,3.0,2.0,2.0,14600000.0,華廈,1,1
7349,三峽區,24.0,鋼筋混凝土造,120.52,3.0,2.0,1.0,4800000.0,華廈,7,1
7350,中和區,25.76,鋼筋混凝土造,74.7,1.0,1.0,1.0,6200000.0,公寓,2,1
7352,中和區,6.54,鋼骨鋼筋混凝土造,113.11,3.0,2.0,2.0,13350000.0,住宅大樓,3,1
7354,三重區,20.09,加強磚造,66.12,4.0,2.0,2.0,5000000.0,公寓,2,1
7361,新店區,12.68,鋼筋混凝土造,90.54,3.0,1.0,1.0,7500000.0,住宅大樓,1,1
7362,深坑區,9.82,鋼筋混凝土造,57.55,2.0,1.0,1.0,4200000.0,華廈,5,1
7363,新店區,7.89,鋼筋混凝土造,113.87,2.0,1.0,1.0,10100000.0,住宅大樓,1,1
7365,新店區,13.19,鋼筋混凝土造,135.36,3.0,2.0,2.0,18530000.0,住宅大樓,1,1
7367,汐止區,9.25,鋼骨鋼筋混凝土造,85.15,2.0,2.0,2.0,8000000.0,住宅大樓,2,1
7371,新莊區,11.66,鋼筋混凝土造,104.21,3.0,2.0,2.0,6350000.0,住宅大樓,1,1
7377,新莊區,14.08,鋼筋混凝土造,111.1,3.0,2.0,2.0,9900000.0,住宅大樓,1,1
7378,林口區,15.78,鋼筋混凝土造,67.97,1.0,2.0,1.0,5800000.0,華廈,1,1
7379,板橋區,8.08,鋼筋混凝土造,126.13,3.0,2.0,2.0,14500000.0,住宅大樓,1,1
7380,板橋區,29.99,鋼筋混凝土造,115.61,3.0,2.0,2.0,7300000.0,公寓,1,1
7381,板橋區,9.29,鋼筋混凝土造,95.63,2.0,2.0,1.0,9930000.0,住宅大樓,2,1
7382,板橋區,5.55,鋼筋混凝土造,19.98,0.0,1.0,1.0,1780000.0,套房,1,1
7383,板橋區,11.12,鋼骨鋼筋混凝土造,135.27,2.0,2.0,1.0,14600000.0,住宅大樓,1,1
7386,三峽區,21.23,鋼筋混凝土造,122.92,3.0,2.0,2.0,3410000.0,華廈,3,2
7387,樹林區,15.71,鋼筋混凝土造,105.75,3.0,2.0,2.0,5000000.0,住宅大樓,1,1
7392,鶯歌區,31.36,鋼筋混凝土造,109.35,3.0,2.0,2.0,3750000.0,公寓,1,1
7393,樹林區,2.39,鋼筋混凝土造,37.11,2.0,0.0,1.0,1850000.0,住宅大樓,1,1
7394,樹林區,16.37,鋼筋混凝土造,120.01,3.0,2.0,2.0,8000000.0,住宅大樓,1,1
7395,三峽區,23.9,鋼筋混凝土造,168.89,3.0,2.0,2.0,10390000.0,住宅大樓,1,1
7396,鶯歌區,53.56,加強磚造,78.7,2.0,1.0,2.0,3600000.0,透天厝,1,1
7398,蘆洲區,35.64,鋼筋混凝土造,179.59,4.0,2.0,2.0,14440000.0,華廈,1,1
7399,三重區,26.71,鋼筋混凝土造,147.83,3.0,2.0,2.0,12300000.0,華廈,0,1
7401,三重區,13.4,鋼筋混凝土造,61.0,1.0,1.0,1.0,5500000.0,公寓,1,1
7404,三重區,6.12,鋼筋混凝土造,75.37,2.0,1.0,1.0,5900000.0,住宅大樓,1,1
7405,三重區,24.08,鋼筋混凝土造,81.0,5.0,2.0,3.0,7750000.0,公寓,1,1
7407,三重區,28.67,加強磚造,70.25,2.0,2.0,1.0,4600000.0,公寓,1,1
7413,蘆洲區,28.87,鋼筋混凝土造,85.0,3.0,2.0,2.0,7300000.0,公寓,1,1
7414,中和區,22.85,鋼筋混凝土造,82.3,5.0,2.0,2.0,6000000.0,公寓,1,1
7421,中和區,34.59,鋼筋混凝土造,112.34,5.0,2.0,2.0,7970000.0,公寓,1,1
7424,中和區,12.94,鋼筋混凝土造,87.98,2.0,2.0,1.0,13050000.0,住宅大樓,1,1
7428,中和區,25.05,鋼筋混凝土造,90.78,3.0,2.0,1.0,7500000.0,公寓,1,1
7429,蘆洲區,27.08,鋼筋混凝土造,161.85,3.0,2.0,2.0,11800000.0,華廈,1,2
7430,蘆洲區,29.69,鋼筋混凝土造,100.94,3.0,2.0,2.0,6600000.0,公寓,2,1
7431,蘆洲區,22.77,鋼筋混凝土造,82.77,3.0,2.0,2.0,6500000.0,公寓,1,1
7432,蘆洲區,30.33,鋼筋混凝土造,85.0,3.0,2.0,2.0,7000000.0,公寓,1,1
7433,三重區,25.43,鋼筋混凝土造,172.21,2.0,2.0,2.0,16800000.0,住宅大樓,1,1
7434,三重區,24.01,鋼筋混凝土造,160.35,2.0,2.0,2.0,14560000.0,住宅大樓,1,1
7436,林口區,31.05,鋼筋混凝土造,172.0,3.0,2.0,2.0,11600000.0,華廈,1,1
7441,新莊區,27.88,鋼筋混凝土造,76.45,2.0,1.0,1.0,4600000.0,公寓,1,1
7444,五股區,24.93,鋼筋混凝土造,198.11,4.0,2.0,2.0,9400000.0,華廈,1,2
7445,新莊區,18.9,鋼筋混凝土造,178.91,4.0,2.0,2.0,10800000.0,住宅大樓,1,1
7446,新莊區,20.74,鋼筋混凝土造,90.29,3.0,1.0,1.0,5300000.0,公寓,1,1
7447,新莊區,19.71,鋼筋混凝土造,164.69,4.0,2.0,2.0,16800000.0,住宅大樓,1,1
7448,新莊區,14.95,鋼筋混凝土造,98.2,2.0,2.0,1.0,8800000.0,住宅大樓,1,1
7450,林口區,31.39,鋼筋混凝土造,184.91,4.0,2.0,2.0,12000000.0,住宅大樓,1,1
7452,板橋區,26.5,鋼筋混凝土造,95.23,3.0,2.0,2.0,8150000.0,公寓,1,1
7453,土城區,27.83,鋼筋混凝土造,95.74,3.0,2.0,1.0,10200000.0,公寓,1,1
7454,板橋區,22.02,鋼筋混凝土造,85.89,3.0,1.0,1.0,4430000.0,公寓,1,1
7455,土城區,23.63,鋼筋混凝土造,92.1,3.0,2.0,1.0,4080000.0,公寓,1,1
7457,板橋區,24.19,鋼筋混凝土造,123.49,2.0,2.0,2.0,6950000.0,公寓,1,1
7458,土城區,13.56,鋼筋混凝土造,116.97,2.0,2.0,2.0,8880000.0,住宅大樓,1,1
7461,板橋區,10.91,鋼筋混凝土造,76.23,2.0,2.0,1.0,9350000.0,住宅大樓,1,1
7463,板橋區,28.63,鋼筋混凝土造,78.2,5.0,0.0,5.0,6300000.0,公寓,1,1
7464,土城區,26.67,鋼筋混凝土造,65.2,2.0,1.0,1.0,4900000.0,公寓,1,1
7467,土城區,9.92,見其他登記事項,117.29,3.0,2.0,2.0,10200000.0,住宅大樓,3,1
7469,板橋區,7.59,鋼骨混凝土造,113.47,3.0,2.0,2.0,16000000.0,住宅大樓,1,1
7472,土城區,10.78,鋼筋混凝土造,80.47,2.0,1.0,2.0,7800000.0,住宅大樓,1,1
7474,土城區,23.33,鋼筋混凝土造,76.85,3.0,1.0,2.0,6000000.0,公寓,1,1
7477,汐止區,28.85,鋼筋混凝土造,156.54,3.0,2.0,2.0,10800000.0,住宅大樓,1,1
7479,汐止區,11.98,鋼筋混凝土造,101.73,3.0,2.0,2.0,8300000.0,住宅大樓,1,1
7480,汐止區,13.56,鋼筋混凝土造,88.15,2.0,2.0,1.0,6150000.0,住宅大樓,1,1
7481,汐止區,7.02,鋼筋混凝土造,49.73,2.0,2.0,1.0,4600000.0,住宅大樓,2,1
7484,新店區,25.24,鋼筋混凝土造,144.03,2.0,2.0,2.0,19320000.0,住宅大樓,1,1
7485,深坑區,23.25,鋼筋混凝土造,78.66,3.0,2.0,2.0,5000000.0,公寓,1,1
7486,新店區,4.95,鋼筋混凝土造,42.55,1.0,1.0,1.0,4560000.0,住宅大樓,1,1
7487,新店區,19.85,鋼筋混凝土造,124.01,3.0,2.0,2.0,19000000.0,住宅大樓,1,1
7490,淡水區,39.34,加強磚造,79.86,3.0,1.0,1.0,1900000.0,公寓,2,1
7494,淡水區,7.3,鋼筋混凝土造,34.54,1.0,0.0,1.0,1700000.0,住宅大樓,1,1
7495,淡水區,21.14,鋼筋混凝土造,99.31,2.0,1.0,1.0,6300000.0,華廈,1,1
7498,淡水區,31.32,鋼筋混凝土造,182.1,3.0,2.0,2.0,9600000.0,住宅大樓,1,1
